1,IA00029IS0003700NRA37N000,2022-03-19T08:41:19Z,03,5,08,25.149,1110,0,10,15,3,0.2
2,IA00029IS0007500WTQUICPIC,2022-03-19T08:40:28Z,03,5,08,1.901,205,1,22,50,32,0.64
3,IA00035IS0009870NRA98N000,2022-03-01T00:00:00Z,3,5,8,19.551,1100,0,11,20,10,0.5
4,IA00035IS0009870SRA98S000,2022-03-19T08:44:42Z,03,5,08,8.701,698,0,11,21,11,0.5238095238095238
5,IA00035IS0012000NRA120N00,2022-03-19T08:40:56Z,03,5,08,8.196,557,0,11,16,8,0.5
6,IA00035IS0012000SRA120S00,2022-03-19T08:41:22Z,03,5,08,18.061,926,0,12,17,7,0.4117647058823529
7,IA00080IS0001900ERA19E000,2022-03-19T08:44:48Z,03,5,08,17.536,855,0,13,15,3,0.2
8,IA00080IS0001900WRA19W000,2022-03-19T08:41:05Z,03,5,08,5.661,437,0,11,16,2,0.125
9,IA00080IS0003200ERA32E000,2022-03-19T08:40:23Z,03,5,08,13.726,725,0,3,5,0,0.0
10,IA00080IS0003200WRA32W000,2022-03-19T08:44:40Z,03,5,08,8.44,580,0,3,5,1,0.2
11,IA00080IS0004400ERA44E000,2022-03-19T08:44:17Z,03,5,08,410.969,13340,0,3,10,2,0.2
12,IA00080IS0008000ERA80E000,2022-03-19T08:40:24Z,03,5,08,14.903,730,0,12,12,7,0.5833333333333334
13,IA00080IS0008000WRA80W000,2022-03-19T08:40:20Z,03,5,08,6.762,380,0,12,12,4,0.3333333333333333
14,IA00080IS001150OEDALLSCAL,2022-03-19T08:44:38Z,03,5,08,11.826,808,0,3,23,16,0.6956521739130435
15,IA00080IS0014400WPRAIRIEM,2022-03-01T00:00:00Z,3,5,8,4.523,430,1,2,48,24,0.5
16,IA00080IS0014800ERA148E00,2022-03-19T08:43:52Z,03,5,08,4.172,377,0,10,24,11,0.4583333333333333
17,IA00080IS0014800WRA148W00,2022-03-19T08:41:47Z,03,5,08,17.105,866,0,11,22,7,0.3181818181818182
18,IA00080IS001510OEJASPSCAL,2022-03-19T08:43:37Z,03,5,08,16.376,1006,0,3,24,15,0.625
19,IA00080IS0018000ERA180E00,2022-03-19T08:40:02Z,03,5,08,9.145,663,0,11,23,7,0.30434782608695654
20,IA00080IS0018000WRA180W00,2022-03-19T08:43:18Z,03,5,08,12.979,794,0,10,10,4,0.4
21,IA00080IS0018200WKUMandGO,2022-03-19T08:41:20Z,03,5,08,5.001,366,1,17,11,8,0.7272727272727273
22,IA00080IS0020200WKWIKSTAR,2022-03-19T08:42:46Z,03,5,08,12.543,621,1,48,110,45,0.4090909090909091
23,IA00080IS0020800ERA208E00,2022-03-19T08:42:57Z,03,5,08,20.162,930,0,11,22,8,0.36363636363636365
24,IA00080IS0020800WRA208W00,2022-03-19T08:42:03Z,03,5,08,8.419,504,0,11,19,3,0.15789473684210525
25,IA00080IS0021600WKUMandGO,2022-03-19T08:43:02Z,03,5,08,8.643,415,1,23,9,1,0.1111111111111111
26,IA00080IS0022000WCASEYS00,2022-03-19T08:43:03Z,03,5,08,3.309,228,1,25,20,20,1.0
27,IA00080IS0022000WMCDONALD,2022-03-19T08:40:27Z,03,5,08,3.457,328,1,8,28,13,0.4642857142857143
28,IA00080IS0023700ERA237E00,2022-03-19T08:43:01Z,03,5,08,3.209,371,0,12,23,4,0.17391304347826086
29,IA00080IS0023700WKUMandGO,2022-03-19T08:42:16Z,03,5,08,1.356,159,1,16,14,5,0.35714285714285715
30,IA00080IS0023700WRA237W00,2022-03-19T08:42:52Z,03,5,08,24.084,1074,0,12,23,5,0.21739130434782608
31,IA00080IS0025900WBP000000,2022-03-19T08:42:39Z,03,5,08,9.676,476,1,22,46,46,1.0
32,IA00080IS0026700WKUMandGO,2022-03-19T08:40:45Z,03,5,08,14.309,698,1,18,12,7,0.5833333333333334
33,IA00080IS0026800ERA268E00,2022-03-19T08:43:25Z,03,5,08,11.344,725,0,3,8,2,0.25
34,IA00080IS0026800WRA268W00,2022-03-19T08:42:52Z,03,5,08,16.307,954,0,3,8,2,0.25
35,IA00080IS0027000ERA270E00,2022-03-19T08:42:15Z,03,5,08,8.388,603,0,11,12,3,0.25
36,IA00080IS0027000WRA270W00,2022-03-19T08:40:50Z,03,5,08,18.763,1014,0,12,15,1,0.06666666666666667
37,IA00080IS002840OEI80TRSTO,2022-03-19T08:42:36Z,03,5,08,4.72,511,1,1,650,129,0.19846153846153847
38,IA00080IS0030000ERA300E00,2022-03-19T08:43:02Z,03,5,08,21.937,1320,0,10,14,4,0.2857142857142857
39,IA00080IS0030000WRA300W00,2022-03-19T08:41:53Z,03,5,08,16.708,1123,0,11,20,5,0.25
40,IA00235IS0001100WKUMandGO,2022-03-19T08:40:40Z,03,5,08,6.591,501,1,21,11,8,0.7272727272727273
41,IA00380IS0001140SRA11S000,2022-03-19T08:40:16Z,03,5,08,17.722,857,0,11,17,4,0.23529411764705882
42,IA00380IS0001150NRA11N000,2022-03-19T08:43:21Z,03,5,08,12.934,648,0,12,17,11,0.6470588235294118
43,IA00380IS0001300WCASEYS00,2022-03-19T08:42:37Z,03,5,08,11.334,557,1,27,92,18,0.1956521739130435
44,IA00380IS0001300WKWIKSTAR,2022-03-19T08:41:49Z,03,5,08,11.426,673,1,21,11,7,0.6363636363636364
45,KS00070IS000071OWRULETORA,2022-03-19T08:49:52Z,03,5,08,387.609,12249,0,2,10,4,0.4
46,KS00070IS000078OERULETORA,2022-03-19T08:49:43Z,03,5,08,367.815,11611,0,3,10,2,0.2
47,KS00070IS000486OE0COLBYRA,2022-03-19T08:48:50Z,03,5,08,302.42,9770,0,2,10,5,0.5
48,KS00070IS000489OW0COLBYRA,2022-03-19T08:46:26Z,03,5,08,311.371,10086,0,2,10,4,0.4
49,KS00070IS001319OEWAKEENRA,2022-03-19T08:48:52Z,03,5,08,168.535,5918,0,2,10,1,0.1
50,KS00070IS001327OWWAKEENRA,2022-03-19T08:49:17Z,03,5,08,181.937,6385,0,2,10,2,0.2
51,KS00070IS001871OERUSSELRA,2022-03-01T00:00:00Z,3,5,8,79.819,3401,0,1,8,4,0.5
52,KS00070IS001871OWRUSSELRA,2022-03-01T00:00:00Z,3,5,8,85.659,3736,0,1,8,4,0.5
53,KS00070IS002241OWELLSWORA,2022-03-19T08:47:28Z,03,5,08,59.7,2669,0,2,10,1,0.1
54,KS00070IS002246OEELLSWORA,2022-03-19T08:49:37Z,03,5,08,57.011,2500,0,2,10,5,0.5
55,KS00070IS002653OESOLOMORA,2022-03-19T08:44:59Z,03,5,08,124.305,4544,0,2,10,5,0.5
56,KS00070IS002653OWSOLOMORA,2022-03-19T08:44:46Z,03,5,08,120.054,4264,0,2,10,6,0.6
57,KS00070IS003095OWJUNCTIRA,2022-03-19T08:49:28Z,03,5,08,190.928,6393,0,2,10,1,0.1
58,KS00070IS003099OEJUNCTIRA,2022-03-19T08:47:30Z,03,5,08,198.533,6730,0,2,10,0,0.0
59,KS00070IS003365OEPAXICORA,2022-03-19T08:47:24Z,03,5,08,239.274,7857,0,2,15,3,0.2
60,KS00070IS003365OWPAXICORA,2022-03-19T08:45:33Z,03,5,08,234.524,7668,0,2,15,5,0.3333333333333333
61,KY00065IS0000020N65WELCOM,2022-03-19T08:40:01Z,03,5,08,181.511,7421,0,1,21,0,0.0
62,KY00065IS000020NSMARATHON,2022-03-19T08:40:54Z,03,5,08,179.147,7242,1,1,60,7,0.11666666666666667
63,KY00065IS0000340NWEIGHS34,2022-03-19T08:40:05Z,03,5,08,175.871,7312,0,1,40,24,0.6
64,KY00065IS0005900N65NRA059,2022-03-19T08:40:04Z,03,5,08,101.672,4939,0,1,113,24,0.21238938053097345
65,KY00065IS0005900S65SRA059,2022-03-19T08:40:07Z,03,5,08,93.597,5008,0,1,109,26,0.23853211009174313
66,KY00065IS0011400S65SRA114,2022-03-19T08:40:10Z,03,5,08,77.461,4073,0,1,26,0,0.0
67,KY00075IS0000100N75WELCOM,2022-03-19T08:40:12Z,03,5,08,201.385,8558,0,1,15,0,0.0
68,KY00075IS0003300NWEIGHS33,2022-03-19T08:40:45Z,03,5,08,150.45,7114,0,1,50,13,0.26
69,KY00075IS0003400SWEIGHS34,2022-03-19T08:40:50Z,03,5,08,151.869,7354,0,1,40,0,0.0
70,KY00075IS0007500SWALTONWS,2022-03-19T08:40:56Z,03,5,08,217.86,7884,0,1,45,27,0.6
71,KY00075IS0016800SCRITENWS,2022-03-19T08:40:52Z,03,5,08,198.485,7263,0,1,39,19,0.48717948717948717
72,KY00075IS0017700N75NRA177,2022-03-19T08:40:43Z,03,5,08,216.962,7774,0,1,53,0,0.0
73,KY00075IS0017700S75SRA177,2022-03-19T08:40:48Z,03,5,08,212.545,7537,0,1,67,0,0.0
